actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_q1,critic_q2,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
-0.3809988498687744,0.9866070238351822,-0.8275674828588963,0.01106236180110136,27000.0,0.07414778635837138,0.7931743676066398,0.7931894823014736,0.7932306162714958,27.0,1000.0,2.1468577271572084e-10,16.61525672478334,27000,27000.0,1744.8280737400055
-0.3809988498687744,0.9801017088890076,-0.9506344993412494,0.010749015840992797,28000.0,0.08980734933912754,0.8991691209077836,0.8991409629881382,0.8993991722166538,28.0,1000.0,11.570323730822809,16.75840696732253,28000,28000.0,1804.4996178150177
-0.3809988498687744,0.9634821144342423,-1.224694526553154,0.011251341713999864,29000.0,0.11241406092047691,1.1640096385478973,1.1640273277759552,1.164370312333107,29.0,1000.0,0.15201927483574953,16.659408856992506,29000,29000.0,1864.5257585048676
-0.3809988498687744,0.9642654042243958,-1.526742204427719,0.011589175679320761,30000.0,0.09606514880806208,1.4391767276525498,1.4391603420972825,1.4395564614534377,30.0,1000.0,35.68436692423827,16.653650443502134,30000,30000.0,1924.5726549625397
-0.3809988498687744,0.9677247515916825,-1.6920590300559997,0.013814240235631587,31000.0,0.1012030384875834,1.613171340942383,1.6131744287014007,1.6135979433059693,31.0,1000.0,6.322387645285977e-67,5.992233057301137,31000,31000.0,2091.4553513526917
-0.3809988498687744,0.9705355653762817,-1.8362386026382447,0.014014198743971064,32000.0,0.10255096974968911,1.7536780619621277,1.7536869413852691,1.754015204668045,32.0,1000.0,2.9108848503791125e-62,16.80362605743095,32000,32000.0,2150.9663169384003
-0.3809988498687744,0.9714787251949311,-2.0051643612384797,0.013240514511198852,33000.0,0.09952883870899677,1.922076188325882,1.922076706647873,1.9224196789264678,33.0,1000.0,6.204965885992019e-64,16.71888934574396,33000,33000.0,2210.7789034843445
-0.3809988498687744,0.972271278500557,-2.12337575507164,0.013176620613856358,34000.0,0.10679578273743391,2.034896359682083,2.0348975646495817,2.0352663736343386,34.0,1000.0,1.7658426017734037,16.772015199350864,34000,34000.0,2270.402032136917
-0.3809988498687744,0.9737094279527664,-2.549599041938782,0.012479453045176342,35000.0,0.14058355049043894,2.455309725046158,2.455270182847977,2.455636669397354,35.0,1000.0,9.313072945060146,16.74978153282738,35000,35000.0,2330.1043043136597
-0.3809988498687744,0.9702474098205567,-2.6775579822063444,0.013340315762616229,36000.0,0.13092174725979566,2.5879029159545897,2.58791028380394,2.5882568027973174,36.0,1000.0,30.816330777083415,16.65740799278965,36000,36000.0,2390.1376552581787
-0.3809988498687744,0.967392834186554,-2.828505120754242,0.01538553205091739,37000.0,0.12686461977660657,2.740369741201401,2.7403850598335264,2.7405826807022096,37.0,1000.0,5.2926028206527755,16.777350084581876,37000,37000.0,2449.741825580597
-0.3809988498687744,0.9695006341934204,-2.8893969526290895,0.01577604355031508,38000.0,0.15250516203790904,2.7970307116508484,2.7970316519737244,2.7973387784957886,38.0,1000.0,25.2492935212546,16.798648791241387,38000,38000.0,2509.27042388916
-0.3809988498687744,0.9621710225343704,-2.9665338888168336,0.017273893456498626,39000.0,0.1779613760560751,2.8720387444496156,2.8720456595420836,2.8720760107040406,39.0,1000.0,23.992591933141192,16.757240765746563,39000,39000.0,2568.9461205005646
-0.3809988498687744,0.955970454454422,-3.0351510348320008,0.018368899061431875,40000.0,0.18232917319238187,2.9447489275932313,2.944752420902252,2.9450244941711428,40.0,1000.0,21.986631998535476,16.74338745905707,40000,40000.0,2628.671191930771
